User ID,Vehicle Model,Battery Capacity (kWh),Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Time of Day,State of Charge (Start %),State of Charge (End %),Temperature (C),Vehicle Age (years),Charger Type
a8a8b1ac-acd,Nissan Leaf,52.8,2023-01-31 19:42:29,2023-02-02 04:20:53,27.75,32.64,Evening,40.4,89.2,2.5,13.6,AC_L1
a1d7f434-907,Tesla Model 3 LR,77.3,2023-10-08 11:37:45,2023-10-08 12:24:33,68.59,0.78,Morning,15.5,94.2,27.1,6.6,Tesla_SC
0818e610-9df,Tesla Model 3 LR,77.4,2023-05-06 05:36:42,2023-05-06 16:09:06,48.98,10.54,Night,34.3,95.6,16.2,6.5,AC_L2
0dcf2602-580,Tesla Model Y,84.0,2023-07-12 03:13:00,2023-07-12 16:12:24,45.22,12.99,Night,33.4,85.2,24.1,5.7,AC_L2
9f338e00-2f3,Tesla Model 3 LR,76.3,2023-01-06 13:20:02,2023-01-06 14:47:38,55.08,1.46,Afternoon,25.2,89.5,11.6,8.6,DC_CCS
c6294ff3-9ba,Hyundai Kona Electric,66.9,2023-12-05 19:43:31,2023-12-05 20:30:19,32.61,0.78,Evening,35.3,79.1,7.5,7.8,DC_CCS
6ba87ced-d35,Tesla Model 3 LR,73.2,2023-05-20 08:39:28,2023-05-20 09:18:28,54.64,0.65,Morning,28.4,95.4,25.3,6.8,Tesla_SC
ccbfda8e-8de,Tesla Model Y,77.0,2023-05-17 17:35:15,2023-05-17 18:04:03,50.42,0.48,Evening,24.7,82.2,21.6,3.9,Tesla_SC
6ba87ced-d35,Tesla Model 3 LR,77.1,2023-12-21 14:34:18,2023-12-22 02:03:42,28.33,11.49,Afternoon,55.0,89.8,11.1,7.2,AC_L2
465ad542-410,Tesla Model 3 LR,74.8,2023-12-13 10:35:58,2023-12-13 17:35:22,18.46,6.99,Morning,64.3,87.9,11.6,7.6,AC_L2
32fca22b-f29,Tesla Model Y,77.9,2023-07-13 10:14:36,2023-07-13 21:29:00,41.12,11.24,Morning,49.4,98.0,36.4,3.1,AC_L2
7fc4af70-a9a,Ford Mustang Mach-E,82.0,2023-08-03 19:46:59,2023-08-03 21:10:59,55.17,1.4,Evening,31.8,91.2,27.2,4.4,DC_CCS
45e74780-9bb,Tesla Model S,97.5,2023-01-06 17:56:27,2023-01-07 08:10:15,42.99,14.23,Evening,56.9,97.9,9.4,11.2,AC_L2
2c7c8db1-321,BMW i3,40.9,2023-03-26 20:10:21,2023-03-26 20:52:21,24.98,0.7,Evening,23.0,79.0,8.6,12.5,DC_CCS
584b9ab3-daf,BMW i3,43.5,2023-02-03 17:40:16,2023-02-04 02:31:52,25.62,8.86,Evening,43.1,98.8,8.8,12.8,AC_L2
01179bcc-088,Tesla Model 3 LR,78.7,2023-12-01 17:42:21,2023-12-01 21:06:21,10.78,3.4,Evening,69.4,82.1,6.8,6.4,AC_L2
5fed89a1-21f,Tesla Model Y,82.2,2023-12-13 10:51:03,2023-12-14 14:37:51,68.08,27.78,Morning,23.1,99.6,11.3,6.0,AC_L2
12e0347d-b26,Tesla Model 3 LR,76.0,2023-11-23 19:11:06,2023-11-24 07:11:06,35.98,12.0,Evening,55.8,45.8,7.2,7.4,AC_L2
a6276e1c-add,Audi e-tron,96.1,2023-06-18 12:11:26,2023-06-19 17:12:02,71.82,29.01,Afternoon,21.9,93.6,31.5,6.6,AC_L2
04819e3b-b21,Tesla Model 3 LR,79.1,2023-06-05 13:00:56,2023-06-05 13:39:20,61.17,0.64,Afternoon,25.4,94.2,35.3,7.6,Tesla_SC
34ae6604-f75,Ford Mustang Mach-E,89.6,2023-06-27 06:44:41,2023-06-27 18:39:53,57.49,11.92,Morning,37.4,98.9,26.7,5.5,AC_L2
7ce2c18c-2c1,Tesla Model Y,77.7,2023-07-12 20:50:14,2023-07-12 22:35:50,60.5,1.76,Evening,26.6,94.7,23.5,3.3,DC_CCS
7dfd5742-5f4,Tesla Model Y,74.2,2023-05-29 19:21:43,2023-05-29 20:37:19,51.55,1.26,Evening,23.6,85.0,17.4,5.1,DC_CCS
e464d689-2bf,Tesla Model S,95.3,2023-02-04 14:31:27,2023-02-04 15:49:27,56.5,1.3,Afternoon,26.6,80.2,10.1,13.0,DC_CCS
ecb33e5e-628,Volkswagen ID.4,78.2,2023-05-20 12:18:15,2023-05-20 19:11:03,32.81,6.88,Afternoon,57.9,96.9,30.6,5.9,AC_L2
10e8e268-71b,Porsche Taycan,83.6,2023-04-20 15:04:19,2023-04-21 01:31:55,32.75,10.46,Afternoon,59.7,95.9,19.5,6.1,AC_L2
bbb6895f-540,Ford Mustang Mach-E,90.1,2023-07-14 19:19:01,2023-07-14 20:31:37,46.64,1.21,Evening,33.0,79.1,23.1,6.0,DC_CCS
b42394e7-c5e,BMW i3,42.5,2023-06-25 08:52:58,2023-06-25 09:25:22,20.34,0.54,Morning,36.5,80.5,27.2,11.5,DC_CCS
a38eca25-2f4,Hyundai Kona Electric,62.2,2023-07-15 20:39:05,2023-07-15 21:32:29,34.6,0.89,Evening,31.5,83.1,22.4,5.3,DC_CCS
4f98e343-f43,Kia Niro EV,60.9,2023-05-05 06:43:18,2023-05-05 07:53:30,43.2,1.17,Morning,29.0,91.6,22.8,8.0,DC_CCS
d6c8e610-632,Tesla Model Y,77.4,2023-06-20 19:31:27,2023-06-20 20:26:03,42.42,0.91,Evening,30.3,79.1,21.8,4.6,DC_CCS
a1038e80-60b,Ford Mustang Mach-E,76.0,2023-12-14 17:35:12,2023-12-14 18:36:24,44.08,1.02,Evening,24.1,75.2,11.3,5.0,DC_CCS
00d8239b-ce5,Hyundai Kona Electric,67.1,2023-06-19 22:28:44,2023-06-20 17:39:32,53.32,19.18,Night,22.1,98.4,19.0,6.1,AC_L2
18a83772-906,Nissan Leaf,50.4,2023-08-19 12:21:00,2023-08-21 04:41:24,30.09,40.34,Afternoon,40.1,97.3,34.4,13.5,AC_L1
fada80ea-08b,BMW i3,41.2,2023-02-17 00:22:16,2023-02-17 05:07:52,15.16,4.76,Night,55.7,90.9,-3.0,12.9,AC_L2
16a5e858-e46,Tesla Model S,95.2,2023-06-22 11:16:57,2023-06-23 00:04:57,71.38,12.8,Morning,26.6,95.8,31.9,12.9,AC_L2
3fb5dc8e-9d2,Chevy Bolt,64.3,2023-02-02 07:15:08,2023-02-02 16:27:08,47.3,9.2,Morning,29.7,99.0,7.2,8.2,AC_L2
960cca2a-f58,Nissan Leaf,41.2,2023-05-09 17:42:56,2023-05-12 01:47:08,34.41,56.07,Evening,22.8,100.0,23.1,14.9,AC_L1
59a76b00-20d,Chevy Bolt,62.7,2023-11-21 16:31:54,2023-11-22 00:51:06,29.97,8.32,Afternoon,38.6,82.3,14.8,8.2,AC_L2
18a83772-906,BMW i3,42.0,2023-05-01 15:47:16,2023-05-02 00:07:40,21.66,8.34,Afternoon,45.1,92.9,27.5,12.9,AC_L2
57e761a2-725,Hyundai Kona Electric,64.9,2023-06-04 14:25:34,2023-06-04 20:42:22,28.85,6.28,Afternoon,48.3,90.3,33.9,5.9,AC_L2
db2e969b-a1c,Tesla Model 3 LR,79.5,2023-07-28 16:43:47,2023-07-28 23:40:11,17.43,6.94,Afternoon,65.9,86.2,34.7,8.6,AC_L2
ec10b7ce-41d,Chevy Bolt,61.6,2023-04-12 20:55:03,2023-04-13 04:56:51,25.37,8.03,Evening,46.4,86.1,8.5,8.2,AC_L2
2410ac4f-7f4,Tesla Model 3 LR,84.5,2023-07-12 18:02:58,2023-07-12 19:51:34,65.85,1.81,Evening,22.1,93.7,29.3,6.5,DC_CCS
3c033944-6cc,Audi e-tron,85.0,2023-01-21 12:54:01,2023-01-21 19:10:49,30.04,6.28,Afternoon,65.6,98.7,12.1,7.6,AC_L2
596db156-a3c,Tesla Model Y,79.4,2023-10-31 05:47:42,2023-10-31 06:59:42,46.92,1.2,Night,25.9,78.5,14.1,5.3,DC_CCS
89e45fd3-814,Chevy Bolt,64.2,2023-03-16 21:43:36,2023-03-17 07:38:12,26.24,9.91,Night,55.6,93.0,4.4,7.7,AC_L2
e5452429-c85,Audi e-tron,95.2,2023-08-05 14:27:59,2023-08-05 23:53:11,35.09,9.42,Afternoon,61.6,97.3,36.8,5.0,AC_L2
db2e969b-a1c,Tesla Model 3 LR,74.2,2023-12-28 08:42:56,2023-12-28 09:11:44,45.07,0.48,Morning,26.2,81.2,11.2,7.9,Tesla_SC
3daf8216-0ac,Tesla Model 3 LR,74.4,2023-07-07 23:23:09,2023-07-08 00:00:21,56.36,0.62,Night,31.3,97.7,19.1,6.2,Tesla_SC
afd79240-7de,Nissan Leaf,62.2,2023-06-07 06:44:24,2023-06-08 14:55:12,23.57,32.18,Morning,48.4,85.0,22.6,13.3,AC_L1
07bbea0e-46b,Tesla Model Y,73.7,2023-04-28 10:38:24,2023-04-28 19:54:36,32.87,9.27,Morning,46.3,87.5,22.2,3.9,AC_L2
d61ca97b-504,Tesla Model Y,80.0,2023-04-12 00:09:30,2023-04-12 10:20:18,34.64,10.18,Night,56.2,97.5,7.0,5.7,AC_L2
596db156-a3c,Tesla Model S,98.2,2023-05-27 19:37:32,2023-05-27 21:04:32,59.02,1.45,Evening,27.7,80.9,17.6,12.7,DC_CCS
2c7c8db1-321,Rivian R1T,117.8,2023-01-18 16:50:15,2023-01-18 18:35:51,73.8,1.76,Afternoon,19.8,77.0,8.9,3.5,DC_CCS
7e686207-85a,BMW i3,44.1,2023-06-10 11:46:01,2023-06-10 12:31:01,30.18,0.75,Morning,15.5,78.1,31.0,10.0,DC_CCS
9826758d-85f,Kia Niro EV,64.1,2023-02-21 19:41:33,2023-02-22 06:43:57,33.19,11.04,Evening,45.1,94.2,3.1,6.1,AC_L2
2d9870a6-af6,Nissan Leaf,46.7,2023-07-28 09:30:58,2023-07-28 10:25:34,32.75,0.91,Morning,21.9,84.2,33.6,15.7,DC_CHAdeMO
2843a4b6-531,Tesla Model Y,79.6,2023-05-07 11:01:03,2023-05-07 23:51:27,31.32,12.84,Morning,51.6,89.2,25.0,4.4,AC_L2
6b8c29ef-43c,Tesla Model Y,80.1,2023-02-13 09:51:26,2023-02-14 04:07:38,55.41,18.27,Morning,30.8,96.9,10.0,4.7,AC_L2
624c41cd-858,Porsche Taycan,82.0,2023-04-01 19:37:53,2023-04-02 01:40:17,23.23,6.04,Evening,57.4,84.3,13.5,4.2,AC_L2
3ef5701f-ed2,Hyundai Kona Electric,64.8,2023-11-15 11:17:58,2023-11-15 18:51:34,25.42,7.56,Morning,56.1,92.1,20.5,6.7,AC_L2
4364475a-217,Tesla Model Y,78.8,2023-03-12 15:53:41,2023-03-12 16:24:53,55.04,0.52,Afternoon,14.7,77.6,18.3,3.0,Tesla_SC
133287cd-303,Nissan Leaf,38.8,2023-07-21 11:49:53,2023-07-21 12:33:05,27.62,0.72,Morning,22.5,85.0,38.1,13.7,DC_CHAdeMO
339c3174-9ca,Chevy Bolt,64.7,2023-04-15 15:20:55,2023-04-15 23:06:31,21.73,7.76,Afternoon,61.0,93.0,19.8,8.6,AC_L2
32fca22b-f29,Chevy Bolt,58.3,2023-03-18 18:11:23,2023-03-18 19:03:35,33.04,0.87,Evening,28.3,78.9,7.8,8.0,DC_CCS
812c772b-153,BMW i3,40.1,2023-10-18 16:21:39,2023-10-18 21:47:27,21.76,5.43,Afternoon,41.8,93.7,19.4,12.2,AC_L2
e280caca-294,Nissan Leaf,49.8,2023-05-07 11:30:52,2023-05-07 12:31:28,38.72,1.01,Morning,22.7,94.2,29.4,14.0,DC_CHAdeMO
d8707894-83c,Kia Niro EV,61.7,2023-11-07 16:34:34,2023-11-07 17:21:22,30.54,0.78,Afternoon,33.8,79.1,13.1,5.9,DC_CCS
fbdcbed7-92a,Nissan Leaf,49.9,2023-08-23 17:36:19,2023-08-23 22:57:19,19.55,5.35,Evening,59.7,96.6,31.6,13.0,AC_L2
fb40f238-bc5,Volkswagen ID.4,76.5,2023-08-24 17:07:45,2023-08-24 18:28:09,54.37,1.34,Evening,24.2,87.0,30.1,5.0,DC_CCS
9dc74ce5-89e,Kia Niro EV,62.3,2023-06-25 17:40:33,2023-06-25 20:33:21,11.83,2.88,Evening,64.1,82.4,26.7,6.8,AC_L2
41c638a7-435,Kia Niro EV,64.6,2023-12-26 16:21:08,2023-12-26 17:09:08,32.23,0.8,Afternoon,33.0,77.0,11.4,6.1,DC_CCS
c7dfd16d-9cc,Tesla Model 3 LR,76.7,2023-09-24 14:16:25,2023-09-24 15:32:01,51.31,1.26,Afternoon,24.7,85.7,29.4,8.7,DC_CCS
5547c2c9-97a,Tesla Model Y,74.8,2023-02-20 11:02:30,2023-02-20 14:25:54,21.23,3.39,Morning,62.7,89.0,15.0,5.2,AC_L2
c15034ce-7b3,Chevy Bolt,63.0,2023-11-30 13:33:39,2023-11-30 14:37:51,46.11,1.07,Afternoon,13.1,79.2,16.0,7.1,DC_CCS
a16b542c-fba,Nissan Leaf,48.6,2023-07-10 15:38:32,2023-07-10 16:23:32,32.84,0.75,Afternoon,17.9,80.3,30.7,14.7,DC_CHAdeMO
99046ef5-49e,Hyundai Kona Electric,67.3,2023-10-15 20:13:01,2023-10-15 21:13:01,40.13,1.0,Evening,22.1,76.9,10.9,5.5,DC_CCS
8f42891a-c16,Kia Niro EV,65.7,2023-06-26 15:40:07,2023-06-26 16:52:43,49.74,1.21,Afternoon,14.0,81.2,28.8,5.7,DC_CCS
905fb061-eca,Tesla Model 3 LR,80.4,2023-07-18 19:46:29,2023-07-19 07:47:41,37.0,12.02,Evening,54.4,98.9,27.6,8.8,AC_L2
9693d643-ae4,Nissan Leaf,41.1,2023-12-31 06:04:20,2023-12-31 06:53:32,28.37,0.82,Morning,27.5,91.1,6.8,15.7,DC_CHAdeMO
ccbfda8e-8de,Tesla Model Y,81.2,2023-09-19 14:18:47,2023-09-19 15:58:59,57.18,1.67,Afternoon,32.1,96.6,32.2,5.1,DC_CCS
1f665bba-92f,BMW i3,40.7,2023-05-03 19:32:04,2023-05-03 20:14:04,25.48,0.7,Evening,25.2,82.1,16.8,10.1,DC_CCS
9826758d-85f,Tesla Model S,98.5,2023-07-20 18:24:55,2023-07-21 03:52:31,29.93,9.46,Evening,68.1,96.9,27.4,12.6,AC_L2
5be8c31e-a03,Chevy Bolt,58.9,2023-12-07 18:20:09,2023-12-07 19:23:45,40.34,1.06,Evening,23.4,84.6,9.5,7.1,DC_CCS
905fb061-eca,Tesla Model 3 LR,81.5,2023-04-01 20:16:20,2023-04-01 21:03:08,71.78,0.78,Evening,14.9,93.4,9.9,6.5,Tesla_SC
905fb061-eca,Audi e-tron,84.6,2023-01-02 18:06:35,2023-01-02 19:06:35,41.85,1.0,Evening,35.4,81.3,5.1,7.5,DC_CCS
5d034ae6-645,Hyundai Kona Electric,64.9,2023-02-15 23:02:49,2023-02-16 16:56:13,44.48,17.89,Night,35.8,99.5,0.6,7.7,AC_L2
b31c66ea-262,Nissan Leaf,47.2,2023-04-29 06:36:35,2023-04-30 04:44:23,25.41,22.13,Morning,48.4,98.9,17.5,15.5,AC_L1
8aae99bf-7d0,BMW i3,41.3,2023-10-18 14:32:17,2023-10-18 18:46:41,20.1,4.24,Afternoon,41.7,88.8,26.8,10.9,AC_L2
a5bc47b4-204,Tesla Model S,99.1,2023-12-16 08:21:51,2023-12-16 09:48:15,63.44,1.44,Morning,22.3,80.2,9.5,12.0,DC_CCS
cd98552b-321,Ford Mustang Mach-E,76.1,2023-01-10 22:41:52,2023-01-11 07:01:40,21.41,8.33,Night,60.1,87.3,-3.1,5.6,AC_L2
294feabe-51e,Ford Mustang Mach-E,77.1,2023-01-12 06:31:01,2023-01-12 07:37:01,41.95,1.1,Morning,28.2,77.6,3.5,4.4,DC_CCS
dbf8ec81-f9c,Tesla Model Y,78.6,2023-09-30 19:14:01,2023-09-30 19:57:13,63.76,0.72,Evening,28.5,100.0,23.7,3.6,Tesla_SC
d61f77ce-02c,Ford Mustang Mach-E,85.9,2023-01-27 20:16:00,2023-01-27 22:03:24,64.66,1.79,Evening,28.9,94.7,-0.6,5.2,DC_CCS
5fed89a1-21f,Nissan Leaf,46.2,2023-04-05 09:27:56,2023-04-05 13:18:20,8.87,3.84,Morning,76.1,94.3,19.2,15.2,AC_L2
255552e7-a12,Tesla Model Y,77.4,2023-03-13 13:36:09,2023-03-14 05:45:45,52.39,16.16,Afternoon,33.1,97.7,17.2,4.3,AC_L2
58c07f55-c6a,Tesla Model 3 LR,76.6,2023-07-11 19:16:45,2023-07-11 20:17:21,40.03,1.01,Evening,29.3,76.0,26.9,7.4,DC_CCS
77c21ac7-99a,Tesla Model Y,75.6,2023-03-29 20:16:51,2023-03-29 21:13:51,42.86,0.95,Evening,27.0,79.3,8.1,4.3,DC_CCS
ed05161d-49a,Tesla Model Y,79.1,2023-08-25 17:16:17,2023-08-25 22:28:53,22.76,5.21,Evening,70.1,97.7,30.3,3.1,AC_L2
bdc1c081-ff5,Chevy Bolt,60.4,2023-06-26 19:06:48,2023-06-26 19:51:48,30.79,0.75,Evening,33.1,79.2,25.8,8.4,DC_CCS
f01b96ca-435,Ford Mustang Mach-E,77.1,2023-09-23 12:00:42,2023-09-23 21:30:42,33.64,9.5,Afternoon,46.2,87.6,33.7,4.5,AC_L2
6b8c29ef-43c,Ford Mustang Mach-E,91.6,2023-05-11 12:06:42,2023-05-12 07:54:06,56.53,19.79,Afternoon,29.0,87.9,28.9,4.4,AC_L2
a87a4f50-6a5,Nissan Leaf,43.6,2023-04-23 18:22:47,2023-04-23 18:59:59,21.61,0.62,Evening,29.8,75.1,16.5,14.2,DC_CHAdeMO
17ebf347-496,Nissan Leaf,47.6,2023-12-03 16:44:01,2023-12-04 18:18:49,19.57,25.58,Afternoon,49.1,88.8,10.4,14.4,AC_L1
5be8c31e-a03,Porsche Taycan,84.8,2023-09-01 09:25:36,2023-09-01 11:21:24,66.95,1.93,Morning,26.0,97.2,30.5,5.0,DC_CCS
19b2c0b8-3d3,Chevy Bolt,64.7,2023-09-28 19:08:39,2023-09-29 04:20:39,27.29,9.2,Evening,60.3,99.0,19.8,9.0,AC_L2
41c638a7-435,Tesla Model S,93.8,2023-09-11 18:12:24,2023-09-11 18:57:24,73.14,0.75,Evening,22.1,91.8,23.3,11.9,Tesla_SC
99046ef5-49e,Nissan Leaf,46.7,2023-07-18 09:44:32,2023-07-18 10:40:20,33.43,0.93,Morning,24.1,88.7,34.7,15.7,DC_CHAdeMO
230eaa96-27d,Hyundai Kona Electric,66.2,2023-10-04 16:13:07,2023-10-04 17:14:19,41.69,1.02,Afternoon,22.3,79.4,22.5,5.9,DC_CCS
e280caca-294,Tesla Model 3 LR,79.5,2023-12-10 02:15:06,2023-12-10 04:24:06,73.65,2.15,Night,15.3,97.4,-2.5,6.0,DC_CCS
2872dd43-31f,Hyundai Kona Electric,66.9,2023-10-01 13:37:01,2023-10-02 01:18:25,34.11,11.69,Afternoon,40.5,88.9,26.8,6.9,AC_L2
5aed6783-81f,BMW i3,41.6,2023-05-10 11:56:41,2023-05-10 12:39:17,26.1,0.71,Morning,24.3,81.0,25.4,10.0,DC_CCS
cfd86521-a95,Kia Niro EV,65.2,2023-06-05 14:47:17,2023-06-06 01:59:17,45.38,11.2,Afternoon,31.9,99.3,30.0,7.4,AC_L2
39811eda-907,Tesla Model S,94.2,2023-07-06 14:14:14,2023-07-07 02:44:14,41.82,12.5,Afternoon,57.0,100.0,36.5,11.9,AC_L2
b74ad12f-ba2,Tesla Model Y,79.9,2023-04-18 03:33:49,2023-04-18 04:02:37,53.6,0.48,Night,21.7,80.9,10.6,5.5,Tesla_SC
f8782a96-3d0,Ford Mustang Mach-E,79.9,2023-05-23 11:07:15,2023-05-23 12:19:51,54.25,1.21,Morning,20.6,82.8,30.5,5.2,DC_CCS
49c10b34-895,Nissan Leaf,50.3,2023-05-28 14:56:16,2023-05-29 00:50:52,24.65,9.91,Afternoon,47.2,92.8,28.6,13.3,AC_L2
ae1b4281-8cc,Ford Mustang Mach-E,78.8,2023-06-03 09:34:11,2023-06-03 10:52:47,58.35,1.31,Morning,16.2,82.1,31.5,3.4,DC_CCS
5e181db1-aa9,Tesla Model 3 LR,81.1,2023-08-27 12:53:00,2023-08-28 07:17:00,46.07,18.4,Afternoon,42.3,96.0,34.3,7.7,AC_L2
18a83772-906,BMW i3,41.5,2023-10-08 17:57:14,2023-10-08 18:51:14,27.84,0.9,Evening,28.9,89.4,18.1,12.5,DC_CCS
e759a9b6-887,Kia Niro EV,67.1,2023-03-16 19:44:55,2023-03-17 00:13:43,19.46,4.48,Evening,58.2,86.1,10.6,6.6,AC_L2
9989059f-081,Nissan Leaf,56.1,2023-02-14 03:19:52,2023-02-15 00:21:04,18.52,21.02,Night,65.9,96.4,1.3,13.7,AC_L1
2872dd43-31f,Tesla Model Y,74.5,2023-07-26 19:34:28,2023-07-27 02:38:04,34.37,7.06,Evening,51.3,94.3,27.7,4.6,AC_L2
e5684e96-ec0,Tesla Model 3 LR,78.5,2023-10-03 09:47:55,2023-10-03 16:56:55,29.36,7.15,Morning,48.5,82.9,21.3,7.1,AC_L2
109ac5a8-6e5,Hyundai Kona Electric,66.6,2023-09-25 22:07:57,2023-09-25 23:17:33,46.92,1.16,Night,13.4,76.8,13.3,7.7,DC_CCS
c7c6b33a-d21,Tesla Model Y,73.5,2023-10-07 06:24:33,2023-10-07 07:28:09,46.57,1.06,Morning,22.1,80.1,14.2,3.5,DC_CCS
6b8c29ef-43c,Kia Niro EV,64.0,2023-03-19 05:47:00,2023-03-19 16:10:24,44.87,10.39,Night,30.4,97.2,10.6,6.0,AC_L2
ecb33e5e-628,Hyundai Kona Electric,64.8,2023-06-01 18:47:38,2023-06-02 04:42:14,30.65,9.91,Evening,52.1,97.4,27.2,5.2,AC_L2
bc5f1e59-dd3,Hyundai Kona Electric,62.1,2023-10-01 15:01:36,2023-10-01 18:07:00,18.65,3.09,Afternoon,55.6,83.8,21.0,6.5,AC_L2
078420f1-026,Ford Mustang Mach-E,82.2,2023-08-21 10:23:34,2023-08-22 01:31:58,48.73,15.14,Morning,39.1,95.5,31.8,3.4,AC_L2
e5684e96-ec0,Tesla Model 3 LR,82.6,2023-07-17 14:07:41,2023-07-17 23:37:41,27.76,9.5,Afternoon,67.0,97.9,32.2,6.4,AC_L2
0ed8f5e6-a0d,Kia Niro EV,62.5,2023-12-02 15:59:07,2023-12-02 16:54:55,34.1,0.93,Afternoon,29.1,77.3,14.8,6.0,DC_CCS
0db3ecfc-f28,Ford Mustang Mach-E,84.7,2023-07-08 18:39:43,2023-07-09 04:15:43,51.53,9.6,Evening,40.7,97.9,27.8,6.0,AC_L2
5fba9126-d82,Tesla Model S,100.9,2023-11-04 14:18:56,2023-11-04 21:38:08,35.8,7.32,Afternoon,60.5,93.0,16.9,12.2,AC_L2
dc9e0156-ee5,Chevy Bolt,64.1,2023-08-06 19:45:36,2023-08-06 20:43:48,39.14,0.97,Evening,25.3,80.6,25.6,8.4,DC_CCS
d979cdf4-fed,Volkswagen ID.4,80.6,2023-07-08 20:26:37,2023-07-09 19:08:37,56.32,22.7,Evening,23.8,90.3,25.5,3.3,AC_L2
11acd5cc-15f,Tesla Model 3 LR,74.5,2023-12-06 14:14:21,2023-12-06 14:55:09,59.74,0.68,Afternoon,23.7,95.0,16.4,8.9,Tesla_SC
ffad50ba-8f9,Hyundai Kona Electric,62.4,2023-12-09 20:13:36,2023-12-09 21:05:48,39.02,0.87,Evening,21.5,77.6,4.2,7.1,DC_CCS
e2bb0f72-74b,Audi e-tron,95.5,2023-02-23 19:20:54,2023-02-24 10:25:06,74.74,15.07,Evening,26.2,100.0,1.3,5.1,AC_L2
ae1b4281-8cc,Audi e-tron,95.9,2023-06-29 23:55:25,2023-06-30 11:39:13,29.92,11.73,Night,58.1,87.1,16.1,7.3,AC_L2
a38eca25-2f4,Audi e-tron,83.7,2023-06-13 11:32:39,2023-06-13 22:33:15,47.61,11.01,Morning,40.4,92.7,35.3,7.6,AC_L2
2843a4b6-531,Tesla Model Y,79.3,2023-12-02 08:36:13,2023-12-02 09:01:25,42.31,0.42,Morning,35.9,83.7,11.3,3.5,Tesla_SC
72842e73-b28,Tesla Model S,93.1,2023-10-27 15:43:42,2023-10-28 07:01:42,45.52,15.3,Afternoon,51.1,96.8,25.5,13.9,AC_L2
5edc35a7-f27,Tesla Model S,95.2,2023-04-21 16:46:01,2023-04-21 17:20:49,62.17,0.58,Afternoon,28.1,86.3,21.9,13.3,Tesla_SC
45e74780-9bb,Tesla Model 3 LR,74.8,2023-08-02 00:37:30,2023-08-02 11:18:54,30.5,10.69,Night,60.2,98.8,19.3,8.6,AC_L2
8cf6d93a-097,Kia Niro EV,63.1,2023-12-29 17:03:54,2023-12-29 18:11:42,44.13,1.13,Evening,26.0,87.5,9.9,6.6,DC_CCS
aa03917a-d13,Tesla Model Y,80.9,2023-04-17 17:13:20,2023-04-17 17:58:20,65.53,0.75,Evening,19.8,91.0,15.8,5.1,Tesla_SC
f4ae8150-a64,Hyundai Kona Electric,67.3,2023-03-27 16:36:31,2023-03-28 00:46:43,39.19,8.17,Afternoon,43.3,98.6,15.1,6.9,AC_L2
025db22a-46e,Tesla Model Y,85.9,2023-01-03 19:49:41,2023-01-03 21:02:53,53.32,1.22,Evening,26.7,82.3,4.9,5.8,DC_CCS
d7ea8a36-7fc,Tesla Model S,96.2,2023-07-02 06:12:21,2023-07-02 19:49:33,55.59,13.62,Morning,44.2,98.5,26.7,13.0,AC_L2
11acd5cc-15f,Tesla Model 3 LR,82.6,2023-09-23 15:29:46,2023-09-24 00:58:34,36.71,9.48,Afternoon,50.5,91.6,31.1,6.4,AC_L2
dbf8ec81-f9c,Chevy Bolt,62.4,2023-08-26 16:09:00,2023-08-26 21:57:00,17.13,5.8,Afternoon,69.6,94.8,29.5,7.0,AC_L2
4364475a-217,Nissan Leaf,43.8,2023-03-12 08:52:03,2023-03-12 16:27:27,25.32,7.59,Morning,39.0,94.9,14.9,13.9,AC_L2
5e49c247-a62,Tesla Model Y,74.6,2023-08-16 11:09:22,2023-08-16 11:39:22,43.8,0.5,Morning,28.7,80.6,37.4,3.6,Tesla_SC
624c41cd-858,Hyundai Kona Electric,66.5,2023-08-28 06:29:56,2023-08-28 13:25:08,19.86,6.92,Morning,63.3,91.9,26.3,5.8,AC_L2
905fb061-eca,Tesla Model 3 LR,73.9,2023-06-14 14:46:22,2023-06-14 15:55:22,51.94,1.15,Afternoon,18.4,81.7,32.6,6.9,DC_CCS
f07f4841-fee,Volkswagen ID.4,77.9,2023-03-11 11:14:52,2023-03-12 01:02:52,36.6,13.8,Morning,50.5,94.7,14.9,5.2,AC_L2
e280caca-294,Tesla Model S,96.4,2023-08-28 08:05:05,2023-08-28 09:26:41,55.06,1.36,Morning,28.3,80.8,32.8,13.7,DC_CCS
54b94439-ec3,Rivian R1T,107.3,2023-09-19 06:03:54,2023-09-19 22:43:30,45.57,16.66,Morning,55.9,94.7,22.6,3.4,AC_L2
b74ad12f-ba2,BMW i3,41.1,2023-03-11 18:50:55,2023-03-11 19:38:55,31.08,0.8,Evening,14.7,82.8,11.5,12.5,DC_CCS
dc9e0156-ee5,Nissan Leaf,46.3,2023-12-23 14:50:06,2023-12-23 15:27:18,26.93,0.62,Afternoon,25.4,78.9,15.9,13.4,DC_CHAdeMO
812c772b-153,Tesla Model Y,80.4,2023-03-02 09:20:54,2023-03-02 10:34:06,55.89,1.22,Morning,18.5,80.8,15.4,3.1,DC_CCS
45e3cc3e-db8,Chevy Bolt,58.7,2023-12-21 16:27:18,2023-12-21 23:50:42,17.42,7.39,Afternoon,65.8,94.1,12.3,8.1,AC_L2
